"","log.scholarRefs.","NumberOfSubspecies","log.mass.","log.distrSize.","rand","log.scholarRefs..NumberOfSubspecies","AIC","boot","lambda","attempt","predictors","beta (Intercept)","beta log(scholarRefs)","beta NumberOfSubspecies","beta log(mass)","beta log(distrSize)","beta rand","beta log(scholarRefs):NumberOfSubspecies","dAIC","weight"
"838",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,884.889515455206,21,0.0687282544947402,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + log(mass) + rand",-0.988520968885296,0.383173995238053,-0.773187106521729,0.338875845764483,NA,-0.55874594694848,0.139938058953075,2.56282928202131,0.0793622313034975
"839",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,886.804712920604,21,0.100906443717776,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + log(distrSize) + rand",-5.72625064962868,0.33951402126267,-0.774326568697547,NA,0.212433326044731,-0.518941247833457,0.138869339149733,4.47802674741911,0.0304602893299167
"840",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,882.326686173185,21,0.0671107702923551,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + log(mass) + log(distrSize)",-8.7182590470902,0.28539445379332,-0.769533851545732,0.399380460994328,0.273445306218036,NA,0.138758678206531,0,0.285841430947312
"841",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,943.715459427767,22,0.0380900560722205,1,"1",2.61998566526548,NA,NA,NA,NA,NA,NA,61.3887732545819,1.40015850448721e-14
"842",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,899.196981256046,22,0.131214805862416,1,"log(scholarRefs)",-3.5179838009237,0.99741067342471,NA,NA,NA,NA,NA,16.8702950828612,6.50491923866882e-05
"843",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,923.368250392827,22,0.0602938618125976,1,"NumberOfSubspecies",1.58032939909009,NA,0.3109119722634,NA,NA,NA,NA,41.0415642196418,3.6687448219411e-10
"844",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,941.109961469979,22,0.0268030327262256,2,"log(mass)",1.435229894456,NA,NA,0.376338321977278,NA,NA,NA,58.7832752967935,5.1517395101086e-14
"845",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,931.526765286748,22,0.0686008868329365,1,"log(distrSize)",-14.1153035085656,NA,NA,NA,0.582415048188426,NA,NA,49.2000791135632,6.2075254124678e-12
"846",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,945.732488603351,22,0.038216617200011,1,"rand",2.67031784906531,NA,NA,NA,NA,-0.101770400403525,NA,63.4058024301663,5.10722371825962e-15
"847",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,892.302688880896,22,0.110831821904477,1,"log(scholarRefs) + NumberOfSubspecies",-3.23813389277484,0.847552096082199,0.187814987766102,NA,NA,NA,NA,9.97600270771056,0.00204323573978002
"848",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,898.36038313352,22,0.105715579973185,1,"log(scholarRefs) + log(mass)",-4.34856267918991,0.968721277443174,NA,0.314999831339859,NA,NA,NA,16.0336969603351,9.88341162056292e-05
"849",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,899.127688832345,22,0.139888053016899,1,"log(scholarRefs) + log(distrSize)",-9.43785669722975,0.911310002571796,NA,NA,0.224694890860704,NA,NA,16.8010026591602,6.73423965203159e-05
"850",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,900.957914088106,22,0.132392291007818,1,"log(scholarRefs) + rand",-3.38710934170313,1.00136664948512,NA,NA,NA,-0.313288651817924,NA,18.6312279149207,2.69687118472822e-05
"851",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,920.113591543997,22,0.0544589877314132,1,"NumberOfSubspecies + log(mass)",0.284696674285031,NA,0.312346059160059,0.408614306847096,NA,NA,NA,37.7869053708122,1.86748746275501e-09
"852",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,914.053617215611,22,0.0728516067850679,1,"NumberOfSubspecies + log(distrSize)",-12.5267481295626,NA,0.282316909220673,NA,0.494224605538529,NA,NA,31.7269310424257,3.86513262502705e-08
"853",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,925.321981810633,22,0.060703034728636,1,"NumberOfSubspecies + rand",1.67758763704068,NA,0.31162276561377,NA,NA,-0.202088169517281,NA,42.9952956374476,1.38124309101929e-10
"854",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,924.606307287033,22,0.00672957338758534,2,"log(mass) + log(distrSize)",-17.6235158816153,NA,NA,0.529238780500497,0.645692709769783,NA,NA,42.2796211138478,1.97549923987715e-10
"855",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,943.170082681095,22,0.0268929107261499,2,"log(mass) + rand",1.45286269895921,NA,NA,0.375996147905607,NA,-0.0335108462569109,NA,60.8433965079101,1.83909540136663e-14
"856",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,933.475185896033,22,0.068706926645927,1,"log(distrSize) + rand",-14.0749893759318,NA,NA,NA,0.584642564924867,-0.211078197434886,NA,51.148499722848,2.34328086768998e-12
"857",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,890.663158343521,22,0.087022422397332,1,"log(scholarRefs) + NumberOfSubspecies + log(mass)",-4.14268296217542,0.814624406509868,0.194606631392724,0.340276373468402,NA,NA,NA,8.33647217033615,0.00463807758538424
"858",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,892.30811353542,22,0.113347183801267,1,"log(scholarRefs) + NumberOfSubspecies + log(distrSize)",-8.8984069431875,0.764123109013911,0.186598353488069,NA,0.215162742572786,NA,NA,9.98142736223497,0.00203770132474522
"859",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,894.012675184892,22,0.111973938467422,1,"log(scholarRefs) + NumberOfSubspecies + rand",-3.09390714638854,0.851258901608303,0.188436335375219,NA,NA,-0.341878356957316,NA,11.6859890117072,8.68959766164564e-04
"860",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,897.19040403633,22,0.0960485057271602,1,"log(scholarRefs) + log(mass) + log(distrSize)",-11.7847626337589,0.851959196268205,NA,0.376860723704644,0.277002256059851,NA,NA,14.8637178631444,1.7740449352695e-04
"861",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,900.228414859855,22,0.107407500610457,1,"log(scholarRefs) + log(mass) + rand",-4.22763801317583,0.972518400397939,NA,0.310962958080012,NA,-0.264529464390723,NA,17.9017286866693,3.88390812228677e-05
"862",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,900.868104880664,22,0.140889859738437,1,"log(scholarRefs) + log(distrSize) + rand",-9.35364209776493,0.914607716522434,NA,NA,0.226786458832147,-0.332310776878862,NA,18.5414187074786,2.82073329351534e-05
"863",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,907.026787837351,22,0.028725913963657,2,"NumberOfSubspecies + log(mass) + log(distrSize)",-16.1305378572292,NA,0.278469379929159,0.516074226904158,0.563757559775665,NA,NA,24.700101664166,1.29724203451162e-06
"864",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,922.145036679943,22,0.0549023192840738,1,"NumberOfSubspecies + log(mass) + rand",0.356149435083351,NA,0.312845438704595,0.407159440171114,NA,-0.13925127208347,NA,39.8183505067576,6.76293149823526e-10
"865",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,915.91011887502,22,0.0731588980036888,1,"NumberOfSubspecies + log(distrSize) + rand",-12.4684831028783,NA,0.283115621000358,NA,0.496973421336704,-0.283341386760495,NA,33.5834327018346,1.52767224152051e-08
"866",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,926.650520626266,22,0.00719030168142129,2,"log(mass) + log(distrSize) + rand",-17.5859385409022,NA,NA,0.527858869646871,0.646687571932795,-0.124009425713043,NA,44.3238344530808,7.10855913143766e-11
"867",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,889.255586159132,22,0.0713751004339638,1,"log(scholarRefs) + NumberOfSubspecies + log(mass) + log(distrSize)",-11.6763792690558,0.694311104003105,0.19573989854744,0.404974600748563,0.280687221961159,NA,NA,6.92889998594717,0.00937537020008894
"868",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,892.500936839064,22,0.0886004886284316,1,"log(scholarRefs) + NumberOfSubspecies + log(mass) + rand",-4.01010462923875,0.818192823386117,0.195033050164739,0.336134539781518,NA,-0.288165096136224,NA,10.1742506658785,0.00185041644492125
"869",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,893.993013122159,22,0.114302310796883,1,"log(scholarRefs) + NumberOfSubspecies + log(distrSize) + rand",-8.80627327968351,0.767059222621689,0.187248811081812,NA,0.217461598177478,-0.36071879825842,NA,11.666326948974,8.77544666952998e-04
"870",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,899.054047500617,22,0.0978535088374721,1,"log(scholarRefs) + log(mass) + log(distrSize) + rand",-11.685842174996,0.855538245698989,NA,0.372693993437028,0.278069770181815,-0.27818660391604,NA,16.7273613274323,6.98682039980732e-05
"871",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,894.914999171564,22,-0.0215390609174435,1,"NumberOfSubspecies + log(mass) + log(distrSize) + rand",-17.6316373669516,NA,0.253919205252187,0.552570240653023,0.614606739773204,-0.109175316385123,NA,12.5883129983789,5.53429754074023e-04
"872",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,891.087983479762,22,0.0729397906667706,1,"log(scholarRefs) + NumberOfSubspecies + log(mass) + log(distrSize) + rand",-11.5641943066392,0.697636574319098,0.196158888585749,0.400728144122539,0.2816801711471,-0.300604041933341,NA,8.76129730657726,0.003750493377912
"873",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,885.469152669305,22,0.103406376041755,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies",-0.45431725820064,0.431042620865569,-0.785256437291269,NA,NA,NA,0.13989891289006,3.14246649611971,0.0622589813716385
"874",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,883.714994258918,22,0.0788717949201337,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + log(mass)",-1.34822843836686,0.398342819997801,-0.778542287272094,0.335521432618832,NA,NA,0.139902860862221,1.38830808573277,0.149662387775701
"875",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,885.506407394033,22,0.108256484069502,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + log(distrSize)",-5.99362917888643,0.35318652331324,-0.780263718947991,NA,0.20974450892233,NA,0.138995974392246,3.17972122084814,0.0611099952779707
"876",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,887.407773889664,22,0.103992135374722,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + rand",-0.386364561153859,0.437468390009544,-0.77531737722532,NA,NA,-0.224499538166298,0.138530337374215,5.08108771647915,0.0236175999296136
"877",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,882.326686173185,22,0.0671107702923551,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + log(mass) + log(distrSize)",-8.7182590470902,0.28539445379332,-0.769533851545732,0.399380460994328,0.273445306218036,NA,0.138758678206531,0,0.299626306159717
"878",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,885.745506422893,22,0.0796565061408391,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + log(mass) + rand",-1.28991377309026,0.403478665281613,-0.77107487163237,0.333096100100714,NA,-0.170844141432953,0.138866696408529,3.41882024970755,0.0542241253845474
"879",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,887.434405163382,22,0.108733110641188,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + log(distrSize) + rand",-5.96245112965658,0.359482773681904,-0.769456867521838,NA,0.211378715695561,-0.24414058701933,0.137507845538936,5.10771899019687,0.0233052010562898
"880",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,882.326686173185,22,0.0671107702923551,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + log(mass) + log(distrSize)",-8.7182590470902,0.28539445379332,-0.769533851545732,0.399380460994328,0.273445306218036,NA,0.138758678206531,0,0.299626306159717
"881",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,943.715459427767,23,0.0380900560722205,1,"1",2.61998566526548,NA,NA,NA,NA,NA,NA,61.3887732545819,1.41045565640974e-14
"882",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,899.196981256046,23,0.131214805862416,1,"log(scholarRefs)",-3.5179838009237,0.99741067342471,NA,NA,NA,NA,NA,16.8702950828612,6.5527582093494e-05
"883",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,923.368250392827,23,0.0602938618125976,1,"NumberOfSubspecies",1.58032939909009,NA,0.3109119722634,NA,NA,NA,NA,41.0415642196418,3.69572578350754e-10
"884",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,941.109961469979,23,0.0268030327262256,2,"log(mass)",1.435229894456,NA,NA,0.376338321977278,NA,NA,NA,58.7832752967935,5.18962682374548e-14
"885",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,931.526765286748,23,0.0686008868329365,1,"log(distrSize)",-14.1153035085656,NA,NA,NA,0.582415048188426,NA,NA,49.2000791135632,6.25317726690446e-12
"886",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,944.890994312049,23,0.0389166412211017,1,"rand",2.88488347412104,NA,NA,NA,NA,-0.575491697394304,NA,62.5643081388633,7.83601538623825e-15
"887",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,892.302688880896,23,0.110831821904477,1,"log(scholarRefs) + NumberOfSubspecies",-3.23813389277484,0.847552096082199,0.187814987766102,NA,NA,NA,NA,9.97600270771056,0.00205826225910523
"888",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,898.36038313352,23,0.105715579973185,1,"log(scholarRefs) + log(mass)",-4.34856267918991,0.968721277443174,NA,0.314999831339859,NA,NA,NA,16.0336969603351,9.95609695629e-05
"889",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,899.127688832345,23,0.139888053016899,1,"log(scholarRefs) + log(distrSize)",-9.43785669722975,0.911310002571796,NA,NA,0.224694890860704,NA,NA,16.8010026591602,6.78376510829774e-05
"890",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,901.221061092303,23,0.131291231805861,1,"log(scholarRefs) + rand",-3.44813439856312,0.994270865222333,NA,NA,NA,-0.107985689623048,NA,18.8943749191179,2.38177532275785e-05
"891",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,920.113591543997,23,0.0544589877314132,1,"NumberOfSubspecies + log(mass)",0.284696674285031,NA,0.312346059160059,0.408614306847096,NA,NA,NA,37.7869053708122,1.88122148076495e-09
"892",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,914.053617215611,23,0.0728516067850679,1,"NumberOfSubspecies + log(distrSize)",-12.5267481295626,NA,0.282316909220673,NA,0.494224605538529,NA,NA,31.7269310424257,3.89355787667753e-08
"893",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,924.778813044023,23,0.061210375082799,1,"NumberOfSubspecies + rand",1.80381425111141,NA,0.309032703473839,NA,NA,-0.471048394071037,NA,42.4521268708373,1.82557614418201e-10
"894",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,924.606307287033,23,0.00672957338758534,2,"log(mass) + log(distrSize)",-17.6235158816153,NA,NA,0.529238780500497,0.645692709769783,NA,NA,42.2796211138478,1.9900276062947e-10
"895",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,942.616169055716,23,0.0255429109361647,2,"log(mass) + rand",1.68457498348969,NA,NA,0.364171451225437,NA,-0.458881976951663,NA,60.2894828825309,2.44380927151236e-14
"896",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,932.992448513418,23,0.0697340730636909,1,"log(distrSize) + rand",-13.7461359898568,NA,NA,NA,0.576979657523108,-0.460131006508238,NA,50.6657623402331,3.00491140176106e-12
"897",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,890.663158343521,23,0.087022422397332,1,"log(scholarRefs) + NumberOfSubspecies + log(mass)",-4.14268296217542,0.814624406509868,0.194606631392724,0.340276373468402,NA,NA,NA,8.33647217033615,0.0046721872875159
"898",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,892.30811353542,23,0.113347183801267,1,"log(scholarRefs) + NumberOfSubspecies + log(distrSize)",-8.8984069431875,0.764123109013911,0.186598353488069,NA,0.215162742572786,NA,NA,9.98142736223497,0.00205268714245542
"899",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,894.343294056412,23,0.110976093174328,1,"log(scholarRefs) + NumberOfSubspecies + rand",-3.16555673025037,0.844268792728727,0.187843561745571,NA,NA,-0.112452262473197,NA,12.0166078832266,7.41974409838609e-04
"900",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,897.19040403633,23,0.0960485057271602,1,"log(scholarRefs) + log(mass) + log(distrSize)",-11.7847626337589,0.851959196268205,NA,0.376860723704644,0.277002256059851,NA,NA,14.8637178631444,1.78709175115306e-04
"901",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,900.444754604199,23,0.105722667929961,1,"log(scholarRefs) + log(mass) + rand",-4.35158613774769,0.968831151380494,NA,0.315155273338043,NA,0.00398711572901813,NA,18.1180684310137,3.51134581686118e-05
"902",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,901.17373691059,23,0.140048820583245,1,"log(scholarRefs) + log(distrSize) + rand",-9.36821087415441,0.908243425127476,NA,NA,0.224669932053289,-0.106810806157163,NA,18.8470507374046,2.43880516867609e-05
"903",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,907.026787837351,23,0.028725913963657,2,"NumberOfSubspecies + log(mass) + log(distrSize)",-16.1305378572292,NA,0.278469379929159,0.516074226904158,0.563757559775665,NA,NA,24.700101664166,1.306782310321e-06
"904",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,921.873494213876,23,0.0534887081670414,1,"NumberOfSubspecies + log(mass) + rand",0.479166326703438,NA,0.310801449458728,0.39718264921629,NA,-0.330171834880089,NA,39.5468080406905,7.80336497508728e-10
"905",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,915.684969589122,23,0.0739594471252106,1,"NumberOfSubspecies + log(distrSize) + rand",-12.2242650113214,NA,0.281024437269849,NA,0.489985098859221,-0.381453490436298,NA,33.3582834159371,1.7222768649435e-08
"906",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,909.684131647142,23,-0.0214932139893459,1,"log(mass) + log(distrSize) + rand",-18.3292427549277,NA,NA,0.575569318003333,0.666289963487577,-0.317111502876712,NA,27.3574454739568,3.46073520023037e-07
"907",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,889.255586159132,23,0.0713751004339638,1,"log(scholarRefs) + NumberOfSubspecies + log(mass) + log(distrSize)",-11.6763792690558,0.694311104003105,0.19573989854744,0.404974600748563,0.280687221961159,NA,NA,6.92889998594717,0.00944431925904965
"908",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,892.769344376456,23,0.0870329436801971,1,"log(scholarRefs) + NumberOfSubspecies + log(mass) + rand",-4.1480721931999,0.814822020279682,0.194608334379592,0.340537960730744,NA,0.00718839588509627,NA,10.4426582032705,0.00162992551178069
"909",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,894.371587763392,23,0.11355765676193,1,"log(scholarRefs) + NumberOfSubspecies + log(distrSize) + rand",-8.82561325085691,0.760939040952787,0.186620909718648,NA,0.215106257699711,-0.110646695274619,NA,12.0449015902069,7.3155170463799e-04
"910",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,899.294086493207,23,0.0960715237629655,1,"log(scholarRefs) + log(mass) + log(distrSize) + rand",-11.8113653076927,0.852652598982256,NA,0.377966759008553,0.277200393038943,0.0282607791841369,NA,16.9674003200215,6.24220473624129e-05
"911",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,909.024159216763,23,0.0285047390501009,2,"NumberOfSubspecies + log(mass) + log(distrSize) + rand",-15.9340889254222,NA,0.277806868215136,0.510596632275635,0.56055571136319,-0.184750425717979,NA,26.697473043578,4.81370600809003e-07
"912",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,891.380557976469,23,0.0713948224986021,1,"log(scholarRefs) + NumberOfSubspecies + log(mass) + log(distrSize) + rand",-11.7065689044298,0.695105045988981,0.195749568418018,0.406115734804492,0.280919413177253,0.0323242407058454,NA,9.05387180328421,0.00326391539290185
"913",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,885.469152669305,23,0.103406376041755,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies",-0.45431725820064,0.431042620865569,-0.785256437291269,NA,NA,NA,0.13989891289006,3.14246649611971,0.0627168510968666
"914",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,883.714994258918,23,0.0788717949201337,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + log(mass)",-1.34822843836686,0.398342819997801,-0.778542287272094,0.335521432618832,NA,NA,0.139902860862221,1.38830808573277,0.150763046264776
"915",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,885.506407394033,23,0.108256484069502,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + log(distrSize)",-5.99362917888643,0.35318652331324,-0.780263718947991,NA,0.20974450892233,NA,0.138995974392246,3.17972122084814,0.0615594150424798
"916",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,887.574767826078,23,0.103420760250756,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + rand",-0.446564913551935,0.430852910624601,-0.784706063174463,NA,NA,-0.0144209797710857,0.139820328871677,5.24808165289312,0.0218854622166557
"917",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,882.326686173185,23,0.0671107702923551,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + log(mass) + log(distrSize)",-8.7182590470902,0.28539445379332,-0.769533851545732,0.399380460994328,0.273445306218036,NA,0.138758678206531,0,0.301829840677148
"918",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,885.805115665333,23,0.0790550437872866,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + log(mass) + rand",-1.41454653132265,0.399620443046738,-0.782257425191125,0.339115712565286,NA,0.103195113774108,0.140439985539491,3.47842949214828,0.0530189115201518
"919",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,887.634429793167,23,0.108277040320331,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + log(distrSize) + rand",-5.98645092629171,0.353017938340282,-0.779760698404852,NA,0.209740265895893,-0.0131669228906581,0.138924085540208,5.30774361998147,0.0212422390423632
"920",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,882.326686173185,23,0.0671107702923551,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + log(mass) + log(distrSize)",-8.7182590470902,0.28539445379332,-0.769533851545732,0.399380460994328,0.273445306218036,NA,0.138758678206531,0,0.301829840677148
"921",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,943.715459427767,24,0.0380900560722205,1,"1",2.61998566526548,NA,NA,NA,NA,NA,NA,61.4342266295515,9.0418672842534e-15
"922",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,899.196981256046,24,0.131214805862416,1,"log(scholarRefs)",-3.5179838009237,0.99741067342471,NA,NA,NA,NA,NA,16.9157484578308,4.20071129535229e-05
"923",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,923.368250392827,24,0.0602938618125976,1,"NumberOfSubspecies",1.58032939909009,NA,0.3109119722634,NA,NA,NA,NA,41.0870175946114,2.36918203713887e-10
"924",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,941.109961469979,24,0.0268030327262256,2,"log(mass)",1.435229894456,NA,NA,0.376338321977278,NA,NA,NA,58.8287286717631,3.32686226481953e-14
"925",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,931.526765286748,24,0.0686008868329365,1,"log(distrSize)",-14.1153035085656,NA,NA,NA,0.582415048188426,NA,NA,49.2455324885328,4.00866193100902e-12
"926",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,942.620722930299,24,0.0496662630349319,1,"rand",3.31186377431108,NA,NA,NA,NA,-1.31378527125293,NA,60.3394901320834,1.56306535878549e-14
"927",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,892.302688880896,24,0.110831821904477,1,"log(scholarRefs) + NumberOfSubspecies",-3.23813389277484,0.847552096082199,0.187814987766102,NA,NA,NA,NA,10.0214560826802,0.00131946964078187
"928",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,898.36038313352,24,0.105715579973185,1,"log(scholarRefs) + log(mass)",-4.34856267918991,0.968721277443174,NA,0.314999831339859,NA,NA,NA,16.0791503353047,6.38245569357921e-05
"929",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,899.127688832345,24,0.139888053016899,1,"log(scholarRefs) + log(distrSize)",-9.43785669722975,0.911310002571796,NA,NA,0.224694890860704,NA,NA,16.8464560341298,4.34880058214027e-05
"930",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,894.813769687055,24,0.157345374478575,1,"log(scholarRefs) + rand",-2.78604223947198,1.02137191429117,NA,NA,NA,-1.64571232287215,NA,12.5325368888397,3.75945709928208e-04
"931",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,920.113591543997,24,0.0544589877314132,1,"NumberOfSubspecies + log(mass)",0.284696674285031,NA,0.312346059160059,0.408614306847096,NA,NA,NA,37.8323587457818,1.20597587623995e-09
"932",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,914.053617215611,24,0.0728516067850679,1,"NumberOfSubspecies + log(distrSize)",-12.5267481295626,NA,0.282316909220673,NA,0.494224605538529,NA,NA,31.7723844173953,2.49600428233886e-08
"933",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,923.082345800633,24,0.0709132765466517,1,"NumberOfSubspecies + rand",2.16556473781261,NA,0.303812781106969,NA,NA,-1.07500441500366,NA,40.8011130024178,2.73326553127463e-10
"934",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,924.606307287033,24,0.00672957338758534,2,"log(mass) + log(distrSize)",-17.6235158816153,NA,NA,0.529238780500497,0.645692709769783,NA,NA,42.3250744888174,1.27572713302587e-10
"935",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,940.444551805598,24,0.037449962312367,1,"log(mass) + rand",2.09058867372358,NA,NA,0.370321976735045,NA,-1.21426131461787,NA,58.1633190073827,4.64009309287684e-14
"936",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,931.452110250302,24,0.0778055615400015,1,"log(distrSize) + rand",-12.9751164896937,NA,NA,NA,0.561953172616256,-1.04651941249034,NA,49.1708774520868,4.16112312920708e-12
"937",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,890.663158343521,24,0.087022422397332,1,"log(scholarRefs) + NumberOfSubspecies + log(mass)",-4.14268296217542,0.814624406509868,0.194606631392724,0.340276373468402,NA,NA,NA,8.38192554530576,0.00299515246643261
"938",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,892.30811353542,24,0.113347183801267,1,"log(scholarRefs) + NumberOfSubspecies + log(distrSize)",-8.8984069431875,0.764123109013911,0.186598353488069,NA,0.215162742572786,NA,NA,10.0268807372046,0.00131589565640223
