"model","percentageerror","wait"
"NW1",-0.0935360577,"0.5"
"NW1",-2.0059734312,"0.5"
"NW1",-0.5532565802,"0.5"
"NW1",-1.1049212072,"0.5"
"NW1",-0.4980901175,"0.5"
"NW1",0.9362379126,"0.5"
"NW1",-0.3325907294,"0.5"
"NW1",1.0649596589,"0.5"
"NW1",-0.4797012966,"0.5"
"NW1",-0.6635895056,"0.5"
"NW1",-1.491086446,"0.5"
"NW1",-0.2958130876,"0.5"
"NW1",2.6096206144,"0.5"
"NW1",-0.3142019085,"0.5"
"NW1",-1.6014193714,"0.5"
"NW1",1.579846644,"0.5"
"NW1",-1.1233100281,"0.5"
"NW1",0.5132950319,"0.5"
"NW1",1.0281820171,"0.5"
"NW1",-0.9761994609,"0.5"
"NW1",0.1271297931,"0.5"
"NW1",-1.9324181476,"0.5"
"NW1",-1.0313659236,"0.5"
"NW1",-1.0865323863,"0.5"
"NW1",-0.590034222,"0.5"
"NW1",0.0351856886,"0.5"
"NW1",0.3845732856,"0.5"
"NW1",-2.0243622521,"0.5"
"NW1",-2.6311933417,"0.5"
"NW1",1.1201261216,"0.5"
"NW1",0.7155720618,"0.5"
"NW1",-0.0015919532,"0.5"
"NW1",2.31539948,"0.5"
"NW1",0.3477956438,"0.5"
"NW1",-0.0567584159,"0.5"
"NW1",-1.1233100281,"0.5"
"NW1",0.0535745095,"0.5"
"NW1",0.2374627184,"0.5"
